Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,2.75,Columba livia,Rock Pigeon,0.0564,rec_d1_00_01_59.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7650,rec_d1_00_02_55.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.1558,rec_d1_00_04_08.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.8052,rec_d1_00_04_28.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9775,rec_d1_00_04_31.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.8472,rec_d1_00_04_34.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9948,rec_d1_00_04_52.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.3642,rec_d1_00_04_55.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.6328,rec_d1_00_04_58.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.5055,rec_d1_00_05_01.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.8694,rec_d1_00_05_23.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.5984,rec_d1_00_05_45.wav
0.0,2.75,Ciconia ciconia,White Stork,0.9953,rec_d1_00_06_45.250000.wav
0.0,2.75,Ciconia ciconia,White Stork,0.9987,rec_d1_00_06_48.wav
0.0,2.75,Gallinula chloropus,Eurasian Moorhen,0.0990,rec_d1_00_06_55.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.9761,rec_d1_00_07_15.250000.wav
0.0,2.75,Columba livia,Rock Pigeon,0.0975,rec_d1_00_08_18.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.4375,rec_d1_00_08_49.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7191,rec_d1_00_09_00.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.1064,rec_d1_00_09_50.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2879,rec_d1_00_11_23.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.1049,rec_d1_00_11_46.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7218,rec_d1_00_11_49.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7227,rec_d1_00_11_52.750000.wav
